Requirement_ID,Requirement_Class,Domain,Source_Number,Requirement,Provenance,Source_Registry,Use_Case_or_Control,UI_Reference,UI_Surface,Decision_Reference,Design_Data_Reference,Test_Target,SRS_Trace_Status,Implementation_Issue,Implementation_PR,Test_Evidence,Result,Notes
FR-PERSONAL-004,Source FR,Customisation & Personalisation,54,Gift packaging selection,Client/source baseline,docs/requirements/functional-requirements.md,UC-PERS-01,docs/ui/personalisation-ai-support.md,Product Customisation,"D-027, D-028",docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,Unit customisation/layering/sample/quiz rules; cart/recommendation integration; E2E personalisation; AI failure/invalid-output fallback.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,
FR-PERSONAL-005,Source FR,Customisation & Personalisation,55,Perfume layering combination recommendation,Client/source baseline,docs/requirements/functional-requirements.md,UC-PERS-02,docs/ui/personalisation-ai-support.md,Layering Guidance,D-029,docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,Unit customisation/layering/sample/quiz rules; cart/recommendation integration; E2E personalisation; AI failure/invalid-output fallback.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,
FR-PERSONAL-006,Source FR,Customisation & Personalisation,56,Personalised sample set creation,Client/source baseline,docs/requirements/functional-requirements.md,UC-PERS-03,docs/ui/personalisation-ai-support.md,Sample Set Builder,D-030,docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,Unit customisation/layering/sample/quiz rules; cart/recommendation integration; E2E personalisation; AI failure/invalid-output fallback.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,
FR-PERSONAL-007,Source FR,Customisation & Personalisation,57,Fragrance discovery quiz completion,Client/source baseline,docs/requirements/functional-requirements.md,UC-PERS-04,docs/ui/personalisation-ai-support.md,Quiz & Recommendations,"D-031–D-033, D-094, D-101",docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,Unit customisation/layering/sample/quiz rules; cart/recommendation integration; E2E personalisation; AI failure/invalid-output fallback.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,
FR-PERSONAL-008,Source FR,Customisation & Personalisation,58,AI-based perfume recommendation generation,Client/source baseline,docs/requirements/functional-requirements.md,UC-PERS-04,docs/ui/personalisation-ai-support.md,Quiz & Recommendations,"D-031–D-033, D-094, D-101",docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,Unit customisation/layering/sample/quiz rules; cart/recommendation integration; E2E personalisation; AI failure/invalid-output fallback.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,
FR-CART-001,Source FR,Cart & Wishlist,59,Product addition to shopping cart,Client/source baseline,docs/requirements/functional-requirements.md,UC-CART-001,docs/ui/cart-order-delivery.md,Cart,"D-011, D-034–D-037, D-040, D-043",docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,Unit quantity/total/promotion/customisation rules; integration persistence/ownership; E2E cart/wishlist; stale price/stock/promo and duplicate negatives.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,
FR-CART-002,Source FR,Cart & Wishlist,60,Shopping cart quantity updating,Client/source baseline,docs/requirements/functional-requirements.md,UC-CART-002,docs/ui/cart-order-delivery.md,Cart,"D-011, D-034–D-037, D-040, D-043",docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,Unit quantity/total/promotion/customisation rules; integration persistence/ownership; E2E cart/wishlist; stale price/stock/promo and duplicate negatives.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,
FR-CART-003,Source FR,Cart & Wishlist,61,Shopping cart total calculation,Client/source baseline,docs/requirements/functional-requirements.md,UC-CART-003,docs/ui/cart-order-delivery.md,Cart,"D-011, D-034–D-037, D-040, D-043",docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,Unit quantity/total/promotion/customisation rules; integration persistence/ownership; E2E cart/wishlist; stale price/stock/promo and duplicate negatives.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,
FR-CART-004,Source FR,Cart & Wishlist,62,Promotional code application,Client/source baseline,docs/requirements/functional-requirements.md,UC-CART-004,docs/ui/cart-order-delivery.md,Cart / Promotion,"D-011, D-034–D-037, D-040, D-043",docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,Unit quantity/total/promotion/customisation rules; integration persistence/ownership; E2E cart/wishlist; stale price/stock/promo and duplicate negatives.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,
FR-CART-005,Source FR,Cart & Wishlist,63,Product wishlist management,Client/source baseline,docs/requirements/functional-requirements.md,UC-CART-005,docs/ui/cart-order-delivery.md,Wishlist,"D-011, D-034–D-037, D-040, D-043",docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,Unit quantity/total/promotion/customisation rules; integration persistence/ownership; E2E cart/wishlist; stale price/stock/promo and duplicate negatives.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,
FR-ORDER-001,Source FR,Order & Payment,64,Customer order placement,Client/source baseline,docs/requirements/functional-requirements.md,UC-ORDER-001,docs/ui/cart-order-delivery.md,Checkout / Order Review,"D-011, D-035–D-043, D-096",docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,Checkout/order/payment/invoice transaction integration; Stripe adapter normal/failure/duplicate-result; E2E success/failure; idempotency/retry/concurrency negatives.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,
FR-ORDER-002,Source FR,Order & Payment,65,Online payment processing,Client/source baseline,docs/requirements/functional-requirements.md,UC-PAY-001,docs/ui/cart-order-delivery.md,Payment,"D-011, D-035–D-043, D-096",docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,Checkout/order/payment/invoice transaction integration; Stripe adapter normal/failure/duplicate-result; E2E success/failure; idempotency/retry/concurrency negatives.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,
FR-ORDER-003,Source FR,Order & Payment,66,Digital invoice generation,Client/source baseline,docs/requirements/functional-requirements.md,UC-ORDER-002,docs/ui/cart-order-delivery.md,Invoice / Order Detail,"D-011, D-035–D-043, D-096",docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,Checkout/order/payment/invoice transaction integration; Stripe adapter normal/failure/duplicate-result; E2E success/failure; idempotency/retry/concurrency negatives.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,
FR-ORDER-004,Source FR,Order & Payment,67,Order cancellation request,Client/source baseline,docs/requirements/functional-requirements.md,UC-ORDER-003,docs/ui/cart-order-delivery.md,Cancellation Request,"D-011, D-035–D-043, D-096",docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,Checkout/order/payment/invoice transaction integration; Stripe adapter normal/failure/duplicate-result; E2E success/failure; idempotency/retry/concurrency negatives.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,
FR-DELIVERY-001,Source FR,Delivery & Tracking,68,Delivery method selection,Client/source baseline,docs/requirements/functional-requirements.md,UC-DELIVERY-001,docs/ui/cart-order-delivery.md,Delivery Selection,"D-044–D-047, D-093",docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,"Delivery-provider integration using internal simulator; E2E tracking→delivered; ownership, duplicate confirmation and unavailable-tracking negatives.",Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,
FR-DELIVERY-002,Source FR,Delivery & Tracking,69,Shipment tracking,Client/source baseline,docs/requirements/functional-requirements.md,UC-DELIVERY-002,docs/ui/cart-order-delivery.md,Shipment Tracking,"D-044–D-047, D-093",docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,"Delivery-provider integration using internal simulator; E2E tracking→delivered; ownership, duplicate confirmation and unavailable-tracking negatives.",Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,
FR-DELIVERY-003,Source FR,Delivery & Tracking,70,Delivery confirmation,Client/source baseline,docs/requirements/functional-requirements.md,UC-DELIVERY-003,docs/ui/cart-order-delivery.md,Delivery Confirmation,"D-044–D-047, D-093",docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,"Delivery-provider integration using internal simulator; E2E tracking→delivered; ownership, duplicate confirmation and unavailable-tracking negatives.",Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,
FR-SUPPORT-001,Source FR,Customer Support & AI,71,AI perfume chatbot,Client/source baseline,docs/requirements/functional-requirements.md,UC-SUPP-01,docs/ui/personalisation-ai-support.md,AI Support Chat,"D-048–D-056, D-094, D-099, D-101",docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,AI adapter/context-minimisation/failure integration; E2E public/authenticated support + feedback; ownership and invalid-output negatives.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,
FR-SUPPORT-002,Source FR,Customer Support & AI,72,Fragrance note explanations,Client/source baseline,docs/requirements/functional-requirements.md,UC-SUPP-01,docs/ui/personalisation-ai-support.md,AI Support Chat,"D-048–D-056, D-094, D-099, D-101",docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,AI adapter/context-minimisation/failure integration; E2E public/authenticated support + feedback; ownership and invalid-output negatives.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,
FR-SUPPORT-003,Source FR,Customer Support & AI,73,Product recommendation conversations,Client/source baseline,docs/requirements/functional-requirements.md,UC-SUPP-01,docs/ui/personalisation-ai-support.md,AI Support Chat,"D-048–D-056, D-094, D-099, D-101",docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,AI adapter/context-minimisation/failure integration; E2E public/authenticated support + feedback; ownership and invalid-output negatives.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,
FR-SUPPORT-004,Source FR,Customer Support & AI,74,Order enquiry responses,Client/source baseline,docs/requirements/functional-requirements.md,UC-SUPP-02,docs/ui/personalisation-ai-support.md,Authenticated Order Enquiry,"D-048–D-056, D-094, D-099, D-101",docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,AI adapter/context-minimisation/failure integration; E2E public/authenticated support + feedback; ownership and invalid-output negatives.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,
FR-SUPPORT-005,Source FR,Customer Support & AI,75,Delivery enquiry responses,Client/source baseline,docs/requirements/functional-requirements.md,UC-SUPP-02,docs/ui/personalisation-ai-support.md,Authenticated Delivery Enquiry,"D-048–D-056, D-094, D-099, D-101",docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,AI adapter/context-minimisation/failure integration; E2E public/authenticated support + feedback; ownership and invalid-output negatives.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,
FR-SUPPORT-006,Source FR,Customer Support & AI,76,Return policy responses,Client/source baseline,docs/requirements/functional-requirements.md,UC-SUPP-01,docs/ui/personalisation-ai-support.md,AI Support Chat / Policy,"D-048–D-056, D-094, D-099, D-101",docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,AI adapter/context-minimisation/failure integration; E2E public/authenticated support + feedback; ownership and invalid-output negatives.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,
FR-SUPPORT-007,Source FR,Customer Support & AI,77,Customer intent identification,Client/source baseline,docs/requirements/functional-requirements.md,UC-SUPP-01; UC-SUPP-02,docs/ui/personalisation-ai-support.md,Support Intent Routing,"D-048–D-056, D-094, D-099, D-101",docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,AI adapter/context-minimisation/failure integration; E2E public/authenticated support + feedback; ownership and invalid-output negatives.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,
FR-SUPPORT-008,Source FR,Customer Support & AI,78,Customer feedback collection,Client/source baseline,docs/requirements/functional-requirements.md,UC-SUPP-03,docs/ui/personalisation-ai-support.md,Support / AI Feedback,"D-048–D-056, D-094, D-099, D-101",docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,AI adapter/context-minimisation/failure integration; E2E public/authenticated support + feedback; ownership and invalid-output negatives.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,Source #78 is intentionally duplicated in the Palermo brief; the two canonical rows are FR-SUPPORT-008 and FR-ADMIN-001.
FR-ADMIN-001,Source FR,Admin Dashboard,78,Total sales dashboard,Client/source baseline,docs/requirements/functional-requirements.md,UC-ADM-001,docs/ui/admin-derived-modules.md,Admin Dashboard & Reports,"D-057, D-058, D-060–D-062, D-066",docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,Reporting/RBAC/audit/backup integration; admin E2E; permission-denial and safe-error negatives.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,Source #78 is intentionally duplicated in the Palermo brief; the two canonical rows are FR-SUPPORT-008 and FR-ADMIN-001.
FR-ADMIN-002,Source FR,Admin Dashboard,79,Total order dashboard,Client/source baseline,docs/requirements/functional-requirements.md,UC-ADM-001,docs/ui/admin-derived-modules.md,Admin Dashboard & Reports,"D-057, D-058, D-060–D-062, D-066",docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,Reporting/RBAC/audit/backup integration; admin E2E; permission-denial and safe-error negatives.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,
FR-ADMIN-003,Source FR,Admin Dashboard,80,Best-selling perfume reporting,Client/source baseline,docs/requirements/functional-requirements.md,UC-ADM-001,docs/ui/admin-derived-modules.md,Admin Dashboard & Reports,"D-057, D-058, D-060–D-062, D-066",docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,Reporting/RBAC/audit/backup integration; admin E2E; permission-denial and safe-error negatives.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,
FR-ADMIN-004,Source FR,Admin Dashboard,81,Most popular fragrance note reporting,Client/source baseline,docs/requirements/functional-requirements.md,UC-ADM-001,docs/ui/admin-derived-modules.md,Admin Dashboard & Reports,"D-057, D-058, D-060–D-062, D-066",docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,Reporting/RBAC/audit/backup integration; admin E2E; permission-denial and safe-error negatives.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,
FR-ADMIN-005,Source FR,Admin Dashboard,82,Customer preference reporting,Client/source baseline,docs/requirements/functional-requirements.md,UC-ADM-001,docs/ui/admin-derived-modules.md,Admin Dashboard & Reports,"D-057, D-058, D-060–D-062, D-066",docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,Reporting/RBAC/audit/backup integration; admin E2E; permission-denial and safe-error negatives.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,
FR-ADMIN-006,Source FR,Admin Dashboard,83,Fragrance quiz result reporting,Client/source baseline,docs/requirements/functional-requirements.md,UC-ADM-001,docs/ui/admin-derived-modules.md,Admin Dashboard & Reports,"D-057, D-058, D-060–D-062, D-066",docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,Reporting/RBAC/audit/backup integration; admin E2E; permission-denial and safe-error negatives.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,
FR-ADMIN-007,Source FR,Admin Dashboard,84,Inventory reporting,Client/source baseline,docs/requirements/functional-requirements.md,UC-ADM-001,docs/ui/admin-derived-modules.md,Admin Dashboard & Reports,"D-057, D-058, D-060–D-062, D-066",docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,Reporting/RBAC/audit/backup integration; admin E2E; permission-denial and safe-error negatives.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,
FR-ADMIN-008,Source FR,Admin Dashboard,85,Promotion performance reporting,Client/source baseline,docs/requirements/functional-requirements.md,UC-ADM-001,docs/ui/admin-derived-modules.md,Admin Dashboard & Reports,"D-057, D-058, D-060–D-062, D-066",docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,Reporting/RBAC/audit/backup integration; admin E2E; permission-denial and safe-error negatives.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,
FR-ADMIN-009,Source FR,Admin Dashboard,86,AI recommendation performance reporting,Client/source baseline,docs/requirements/functional-requirements.md,UC-ADM-001,docs/ui/admin-derived-modules.md,Admin Dashboard & Reports,"D-057, D-058, D-060–D-062, D-066",docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,Reporting/RBAC/audit/backup integration; admin E2E; permission-denial and safe-error negatives.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,
FR-ADMIN-010,Source FR,Admin Dashboard,87,Administrative account management,Client/source baseline,docs/requirements/functional-requirements.md,UC-ADM-002,docs/ui/admin-derived-modules.md,Admin Accounts & RBAC,"D-057–D-059, D-063",docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,Reporting/RBAC/audit/backup integration; admin E2E; permission-denial and safe-error negatives.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,
FR-ADMIN-011,Source FR,Admin Dashboard,88,Role-based access control,Client/source baseline,docs/requirements/functional-requirements.md,UC-ADM-002,docs/ui/admin-derived-modules.md,Admin Accounts & RBAC,"D-057–D-059, D-063",docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,Reporting/RBAC/audit/backup integration; admin E2E; permission-denial and safe-error negatives.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,
FR-ADMIN-012,Source FR,Admin Dashboard,89,Audit log management,Client/source baseline,docs/requirements/functional-requirements.md,UC-ADM-003,docs/ui/admin-derived-modules.md,Audit History,"D-057, D-058, D-063, D-064",docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,Reporting/RBAC/audit/backup integration; admin E2E; permission-denial and safe-error negatives.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,
FR-ADMIN-013,Source FR,Admin Dashboard,90,Data backup management,Client/source baseline,docs/requirements/functional-requirements.md,UC-ADM-004,docs/ui/admin-derived-modules.md,Backup Management,"D-057, D-058, D-063, D-065, D-090",docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,Reporting/RBAC/audit/backup integration; admin E2E; permission-denial and safe-error negatives.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,
DER-INVENTORY-001,Derived FR,Inventory & Production,,Track inventory at sellable perfume-variant level and calculate available stock using on-hand and reserved/committed quantities.,Approved development-team-derived SRS requirement,docs/requirements/derived-requirements.md,UC-INV-001,docs/ui/admin-derived-modules.md,Inventory Overview,"D-067, D-071, D-072",docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,Unit inventory/low-stock/reservation/batch rules; transaction/concurrency persistence integration; admin inventory/batch E2E; duplicate release/over-allocation negatives.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,Must remain distinguishable from the 91 source FR entries.
DER-INVENTORY-002,Derived FR,Inventory & Production,,"Record inventory changes through attributable inventory movements containing quantity delta, source/reason, reference, and timestamp.",Approved development-team-derived SRS requirement,docs/requirements/derived-requirements.md,UC-INV-001,docs/ui/admin-derived-modules.md,Inventory Movement History,D-068,docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,Unit inventory/low-stock/reservation/batch rules; transaction/concurrency persistence integration; admin inventory/batch E2E; duplicate release/over-allocation negatives.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,Must remain distinguishable from the 91 source FR entries.
DER-INVENTORY-003,Derived FR,Inventory & Production,,Allow authorised administrators to record finished-perfume production batches associated with sellable variants.,Approved development-team-derived SRS requirement,docs/requirements/derived-requirements.md,UC-INV-002,docs/ui/admin-derived-modules.md,Production Batch Management,D-069,docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,Unit inventory/low-stock/reservation/batch rules; transaction/concurrency persistence integration; admin inventory/batch E2E; duplicate release/over-allocation negatives.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,Must remain distinguishable from the 91 source FR entries.
DER-INVENTORY-004,Derived FR,Inventory & Production,,Add production-batch quantity to sellable inventory only through an authorised batch-release workflow that applies the movement once.,Approved development-team-derived SRS requirement,docs/requirements/derived-requirements.md,UC-INV-002,docs/ui/admin-derived-modules.md,Production Batch Release,D-070,docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,Unit inventory/low-stock/reservation/batch rules; transaction/concurrency persistence integration; admin inventory/batch E2E; duplicate release/over-allocation negatives.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,Must remain distinguishable from the 91 source FR entries.
DER-INVENTORY-005,Derived FR,Inventory & Production,,Allow administrators to view variant stock and identify variants at/below configured low-stock thresholds.,Approved development-team-derived SRS requirement,docs/requirements/derived-requirements.md,UC-INV-001,docs/ui/admin-derived-modules.md,Low Stock View,D-071,docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,Unit inventory/low-stock/reservation/batch rules; transaction/concurrency persistence integration; admin inventory/batch E2E; duplicate release/over-allocation negatives.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,Must remain distinguishable from the 91 source FR entries.
DER-INVENTORY-006,Derived FR,Inventory & Production,,Use atomic inventory reservation/commitment controls that prevent allocation beyond available stock and safely release failed/expired reservations.,Approved development-team-derived SRS requirement,docs/requirements/derived-requirements.md,INV-SYS-001,docs/ui/admin-derived-modules.md,No direct UI — reservation/commit invariant,D-072,docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,Unit inventory/low-stock/reservation/batch rules; transaction/concurrency persistence integration; admin inventory/batch E2E; duplicate release/over-allocation negatives.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,Must remain distinguishable from the 91 source FR entries.
DER-REVIEW-001,Derived FR,Reviews & Community,,Allow an authenticated customer to submit one rating and short text review for a perfume they have purchased; reviews are publicly visible subject to admin moderation.,Approved development-team-derived SRS requirement,docs/requirements/derived-requirements.md,UC-REV-001; UC-REV-002,docs/ui/admin-derived-modules.md,Review Submission / Moderation,D-073,docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,Purchase eligibility + one-review rule unit/integration; customer review E2E; admin moderation E2E; duplicate/unauthorised review negatives.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,Must remain distinguishable from the 91 source FR entries.
DER-COMMUNITY-001,Derived FR,Reviews & Community,,"Treat the shared public review space as the baseline community capability; replies, likes, follows, DMs, and community feeds are excluded.",Approved development-team-derived SRS requirement,docs/requirements/derived-requirements.md,UC-REV-001,docs/ui/admin-derived-modules.md,Public Reviews,D-074,docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,Purchase eligibility + one-review rule unit/integration; customer review E2E; admin moderation E2E; duplicate/unauthorised review negatives.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,Must remain distinguishable from the 91 source FR entries.
DER-LOYALTY-001,Derived FR,"Loyalty, Subscription & Referral",,Award simple loyalty points for qualifying completed orders and allow redemption according to administrator-configured rules; tiers are excluded.,Approved development-team-derived SRS requirement,docs/requirements/derived-requirements.md,UC-LOY-001,docs/ui/admin-derived-modules.md,Loyalty Points,D-075,docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,Qualifying-order/points/redemption unit+integration; customer loyalty E2E.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,Must remain distinguishable from the 91 source FR entries.
DER-SUBSCRIPTION-001,Derived FR,"Loyalty, Subscription & Referral",,Allow customers to opt in to/out of a basic subscription record; recurring billing and automatic recurring perfume orders are excluded.,Approved development-team-derived SRS requirement,docs/requirements/derived-requirements.md,UC-SUB-001,docs/ui/admin-derived-modules.md,Subscription Opt-In/Out,D-076,docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,Opt-in/out validation+persistence; customer subscription E2E; confirm no recurring billing/order behaviour.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,Must remain distinguishable from the 91 source FR entries.
